epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,3358.12,0.95923,0.5462,0.90523,0.99666,1,0.995,0.80371,0.78275,0.50374,0.88192,0.0008054,0.0008054,0.0008054
183,3376.22,0.89781,0.52472,0.88437,0.99666,1,0.995,0.80371,0.78275,0.50374,0.88192,0.0007988,0.0007988,0.0007988
184,3393.43,0.90722,0.53514,0.89072,0.98881,1,0.995,0.79615,0.79434,0.50724,0.88289,0.0007922,0.0007922,0.0007922
185,3411.31,0.88768,0.52753,0.90864,0.98881,1,0.995,0.79615,0.79434,0.50724,0.88289,0.0007856,0.0007856,0.0007856
186,3428.56,0.98778,0.53861,0.88396,0.9991,1,0.995,0.79764,0.80403,0.51387,0.88441,0.000779,0.000779,0.000779
187,3446.11,0.92046,0.54757,0.9115,0.9991,1,0.995,0.79764,0.80403,0.51387,0.88441,0.0007724,0.0007724,0.0007724
188,3463.23,0.99944,0.56237,0.9048,0.99907,1,0.995,0.80641,0.79171,0.51424,0.88153,0.0007658,0.0007658,0.0007658
189,3480.93,0.96837,0.56788,0.90336,0.99907,1,0.995,0.80641,0.79171,0.51424,0.88153,0.0007592,0.0007592,0.0007592
190,3498.14,0.93803,0.56051,0.95275,0.99915,1,0.995,0.79316,0.84257,0.51768,0.89419,0.0007526,0.0007526,0.0007526
191,3515.82,0.9257,0.54397,0.89211,0.99915,1,0.995,0.79316,0.84257,0.51768,0.89419,0.000746,0.000746,0.000746
192,3533.04,1.00617,0.56258,0.92961,0.99927,1,0.995,0.79,0.84589,0.51979,0.89528,0.0007394,0.0007394,0.0007394
193,3550.93,0.96982,0.5533,0.90045,0.99927,1,0.995,0.79,0.84589,0.51979,0.89528,0.0007328,0.0007328,0.0007328
194,3568.23,1.01189,0.56816,0.90962,0.99936,1,0.995,0.82544,0.71558,0.49301,0.86742,0.0007262,0.0007262,0.0007262
195,3586.13,0.94194,0.55404,0.89013,0.99936,1,0.995,0.82544,0.71558,0.49301,0.86742,0.0007196,0.0007196,0.0007196
196,3604.03,0.90077,0.53938,0.88951,0.9996,1,0.995,0.80875,0.74621,0.49721,0.87064,0.000713,0.000713,0.000713
197,3621.71,0.88609,0.56142,0.89212,0.9996,1,0.995,0.80875,0.74621,0.49721,0.87064,0.0007064,0.0007064,0.0007064
198,3639.16,0.99241,0.5711,0.9245,0.98871,1,0.995,0.80368,0.75927,0.50167,0.87367,0.0006998,0.0006998,0.0006998
199,3656.83,1.01991,0.58077,0.92116,0.98871,1,0.995,0.80368,0.75927,0.50167,0.87367,0.0006932,0.0006932,0.0006932
200,3674.06,0.95604,0.57424,0.92704,0.99858,1,0.995,0.81436,0.72611,0.49835,0.86999,0.0006866,0.0006866,0.0006866
201,3691.52,0.96309,0.59146,0.89982,0.99858,1,0.995,0.81436,0.72611,0.49835,0.86999,0.00068,0.00068,0.00068
202,3708.75,0.94409,0.56376,0.90758,0.9987,1,0.995,0.77468,0.84949,0.52053,0.89435,0.0006734,0.0006734,0.0006734
203,3726.2,0.96248,0.52971,0.90492,0.9987,1,0.995,0.77468,0.84949,0.52053,0.89435,0.0006668,0.0006668,0.0006668
204,3743.66,0.98585,0.54255,0.89072,0.99894,1,0.995,0.74821,0.91484,0.53339,0.90792,0.0006602,0.0006602,0.0006602
205,3761.05,1.03206,0.55926,0.90738,0.99894,1,0.995,0.74821,0.91484,0.53339,0.90792,0.0006536,0.0006536,0.0006536
206,3778.64,0.96742,0.55867,0.89871,0.99937,1,0.995,0.79779,0.79656,0.51139,0.88284,0.000647,0.000647,0.000647
207,3796.25,0.99868,0.58592,0.91775,0.99937,1,0.995,0.79779,0.79656,0.51139,0.88284,0.0006404,0.0006404,0.0006404
208,3813.51,0.86995,0.52932,0.91529,0.99945,1,0.995,0.82599,0.70621,0.48577,0.86124,0.0006338,0.0006338,0.0006338
209,3831.02,0.87231,0.5181,0.89221,0.99945,1,0.995,0.82599,0.70621,0.48577,0.86124,0.0006272,0.0006272,0.0006272
210,3848.69,0.89317,0.53421,0.88648,0.9989,1,0.995,0.81856,0.7436,0.47772,0.8669,0.0006206,0.0006206,0.0006206
211,3865.85,1.01216,0.57091,0.90497,0.9989,1,0.995,0.81856,0.7436,0.47772,0.8669,0.000614,0.000614,0.000614
212,3883.22,0.87638,0.50188,0.90279,0.99856,1,0.995,0.82358,0.71581,0.46423,0.86286,0.0006074,0.0006074,0.0006074
213,3900.31,0.88735,0.51507,0.87201,0.99856,1,0.995,0.82358,0.71581,0.46423,0.86286,0.0006008,0.0006008,0.0006008
214,3918.03,0.8367,0.51395,0.86495,0.99897,1,0.995,0.83375,0.6609,0.44925,0.85281,0.0005942,0.0005942,0.0005942
215,3935.37,0.85491,0.55814,0.90418,0.99897,1,0.995,0.83375,0.6609,0.44925,0.85281,0.0005876,0.0005876,0.0005876
216,3953.11,0.86457,0.52176,0.90301,0.99891,1,0.995,0.81614,0.7095,0.46308,0.85992,0.000581,0.000581,0.000581
217,3970.32,0.94586,0.51711,0.89439,0.99891,1,0.995,0.81614,0.7095,0.46308,0.85992,0.0005744,0.0005744,0.0005744
218,3988.28,0.92736,0.51019,0.87888,0.9993,1,0.995,0.80068,0.74962,0.47035,0.86846,0.0005678,0.0005678,0.0005678
219,4005.52,0.87558,0.50751,0.86827,0.9993,1,0.995,0.80068,0.74962,0.47035,0.86846,0.0005612,0.0005612,0.0005612
220,4023.63,0.84604,0.50406,0.86771,0.99955,1,0.995,0.83218,0.68739,0.46455,0.85594,0.0005546,0.0005546,0.0005546
221,4043.34,0.87215,0.49356,0.88188,0.99955,1,0.995,0.83218,0.68739,0.46455,0.85594,0.000548,0.000548,0.000548
222,4063.46,0.76073,0.49224,0.85631,1,0.99938,0.995,0.8398,0.65026,0.44533,0.84817,0.0005414,0.0005414,0.0005414
223,4084,0.86828,0.51398,0.85093,1,0.99938,0.995,0.8398,0.65026,0.44533,0.84817,0.0005348,0.0005348,0.0005348
224,4104.75,0.89839,0.54054,0.89822,0.99837,1,0.995,0.83366,0.68769,0.45283,0.8534,0.0005282,0.0005282,0.0005282
225,4124.95,0.78923,0.47287,0.8774,0.99837,1,0.995,0.83366,0.68769,0.45283,0.8534,0.0005216,0.0005216,0.0005216
226,4145.01,0.832,0.48834,0.84874,0.99904,1,0.995,0.8387,0.65525,0.44918,0.8482,0.000515,0.000515,0.000515
227,4162.57,0.83782,0.49488,0.89994,0.99904,1,0.995,0.8387,0.65525,0.44918,0.8482,0.0005084,0.0005084,0.0005084
228,4180.06,0.86241,0.53913,0.90564,1,0.99903,0.995,0.85708,0.61793,0.44627,0.84452,0.0005018,0.0005018,0.0005018
229,4197.84,0.84182,0.47189,0.85941,1,0.99903,0.995,0.85708,0.61793,0.44627,0.84452,0.0004952,0.0004952,0.0004952
230,4215.31,0.82169,0.50604,0.87821,0.98921,1,0.995,0.84513,0.64536,0.44319,0.85004,0.0004886,0.0004886,0.0004886
231,4233.01,0.91506,0.49767,0.87215,0.98921,1,0.995,0.84513,0.64536,0.44319,0.85004,0.000482,0.000482,0.000482
232,4250.47,0.77511,0.47915,0.86442,0.9892,1,0.995,0.83887,0.68584,0.45356,0.85723,0.0004754,0.0004754,0.0004754
233,4268.05,0.85851,0.47347,0.86501,0.9892,1,0.995,0.83887,0.68584,0.45356,0.85723,0.0004688,0.0004688,0.0004688
234,4285.78,0.76917,0.48768,0.84143,0.98962,1,0.995,0.83442,0.69019,0.45547,0.85671,0.0004622,0.0004622,0.0004622
235,4303.16,0.74407,0.46258,0.85168,0.98962,1,0.995,0.83442,0.69019,0.45547,0.85671,0.0004556,0.0004556,0.0004556
236,4320.62,0.80875,0.47386,0.86854,0.98986,1,0.995,0.83994,0.66283,0.44314,0.85006,0.000449,0.000449,0.000449
237,4338.26,0.87342,0.50765,0.875,0.98986,1,0.995,0.83994,0.66283,0.44314,0.85006,0.0004424,0.0004424,0.0004424
238,4355.5,0.76277,0.46863,0.85791,0.99928,1,0.995,0.84182,0.64558,0.43634,0.84755,0.0004358,0.0004358,0.0004358
239,4373.19,0.71629,0.43766,0.84472,0.99928,1,0.995,0.84182,0.64558,0.43634,0.84755,0.0004292,0.0004292,0.0004292
240,4390.49,0.76593,0.46746,0.8694,0.9993,1,0.995,0.84837,0.62557,0.43055,0.8433,0.0004226,0.0004226,0.0004226
241,4408.18,0.87123,0.4969,0.86238,0.9993,1,0.995,0.84837,0.62557,0.43055,0.8433,0.000416,0.000416,0.000416
242,4425.83,0.69187,0.43688,0.83808,0.99949,1,0.995,0.85075,0.61721,0.42924,0.8405,0.0004094,0.0004094,0.0004094
243,4443.5,0.74577,0.46608,0.86853,0.99949,1,0.995,0.85075,0.61721,0.42924,0.8405,0.0004028,0.0004028,0.0004028
244,4460.88,0.77161,0.46576,0.83795,0.98991,1,0.995,0.8551,0.61716,0.43384,0.84003,0.0003962,0.0003962,0.0003962
245,4478.63,0.78833,0.49441,0.8749,0.98991,1,0.995,0.8551,0.61716,0.43384,0.84003,0.0003896,0.0003896,0.0003896
246,4495.99,0.78061,0.47509,0.85272,0.99912,1,0.995,0.85375,0.62381,0.43192,0.8417,0.000383,0.000383,0.000383
247,4513.6,0.79243,0.48809,0.87688,0.99912,1,0.995,0.85375,0.62381,0.43192,0.8417,0.0003764,0.0003764,0.0003764
248,4531,0.79337,0.46222,0.84512,0.99921,1,0.995,0.84591,0.62846,0.42597,0.84298,0.0003698,0.0003698,0.0003698
249,4548.45,0.77907,0.495,0.85881,0.99921,1,0.995,0.84591,0.62846,0.42597,0.84298,0.0003632,0.0003632,0.0003632
250,4565.91,0.82051,0.50577,0.89053,0.99934,1,0.995,0.84228,0.6298,0.42571,0.84295,0.0003566,0.0003566,0.0003566
251,4583.77,0.75378,0.46507,0.8544,0.99934,1,0.995,0.84228,0.6298,0.42571,0.84295,0.00035,0.00035,0.00035
252,4601.11,0.75435,0.46907,0.87032,0.99943,1,0.995,0.85322,0.59466,0.41847,0.83657,0.0003434,0.0003434,0.0003434
253,4618.78,0.84667,0.49472,0.87885,0.99943,1,0.995,0.85322,0.59466,0.41847,0.83657,0.0003368,0.0003368,0.0003368
254,4636.41,0.78352,0.47011,0.86315,0.99929,1,0.995,0.86217,0.56004,0.41248,0.83106,0.0003302,0.0003302,0.0003302
255,4654.13,0.77051,0.46233,0.90284,0.99929,1,0.995,0.86217,0.56004,0.41248,0.83106,0.0003236,0.0003236,0.0003236
256,4671.76,0.67113,0.42872,0.82909,0.99925,1,0.995,0.86774,0.55319,0.40418,0.82947,0.000317,0.000317,0.000317
257,4689.51,0.82667,0.49523,0.88558,0.99925,1,0.995,0.86774,0.55319,0.40418,0.82947,0.0003104,0.0003104,0.0003104
258,4706.71,0.71719,0.45206,0.86774,0.99909,1,0.995,0.86491,0.56639,0.40008,0.83109,0.0003038,0.0003038,0.0003038
259,4724.4,0.74743,0.46688,0.85621,0.99909,1,0.995,0.86491,0.56639,0.40008,0.83109,0.0002972,0.0002972,0.0002972
260,4741.76,0.7834,0.48542,0.85144,0.9991,1,0.995,0.86753,0.56439,0.40365,0.83031,0.0002906,0.0002906,0.0002906
261,4759.15,0.87387,0.4871,0.86059,0.9991,1,0.995,0.86753,0.56439,0.40365,0.83031,0.000284,0.000284,0.000284
262,4776.76,0.68362,0.45935,0.86,0.99915,1,0.995,0.86667,0.55306,0.39879,0.82888,0.0002774,0.0002774,0.0002774
263,4794.27,0.73577,0.45403,0.84935,0.99915,1,0.995,0.86667,0.55306,0.39879,0.82888,0.0002708,0.0002708,0.0002708
264,4811.81,0.71556,0.43706,0.84877,0.99914,1,0.995,0.86391,0.56514,0.40095,0.82978,0.0002642,0.0002642,0.0002642
265,4829.14,0.74755,0.48068,0.88774,0.99914,1,0.995,0.86391,0.56514,0.40095,0.82978,0.0002576,0.0002576,0.0002576
266,4846.57,0.76766,0.46725,0.87178,0.99732,1,0.995,0.86281,0.58753,0.40342,0.8318,0.000251,0.000251,0.000251
267,4863.94,0.70445,0.42408,0.83769,0.99732,1,0.995,0.86281,0.58753,0.40342,0.8318,0.0002444,0.0002444,0.0002444
268,4881.68,0.8484,0.49012,0.88181,0.99919,1,0.995,0.86392,0.58714,0.40433,0.83056,0.0002378,0.0002378,0.0002378
269,4898.83,0.71563,0.43829,0.8483,0.99919,1,0.995,0.86392,0.58714,0.40433,0.83056,0.0002312,0.0002312,0.0002312
270,4916.15,0.73407,0.45696,0.8614,0.99918,1,0.995,0.86982,0.56986,0.40247,0.82742,0.0002246,0.0002246,0.0002246
271,4933.53,0.69783,0.43424,0.8483,0.99918,1,0.995,0.86982,0.56986,0.40247,0.82742,0.000218,0.000218,0.000218
272,4951.35,0.74226,0.44042,0.82832,0.99913,1,0.995,0.87586,0.56561,0.39657,0.82706,0.0002114,0.0002114,0.0002114
273,4969.02,0.81252,0.47631,0.85919,0.99913,1,0.995,0.87586,0.56561,0.39657,0.82706,0.0002048,0.0002048,0.0002048
274,4986.76,0.72549,0.47287,0.88965,0.99911,1,0.995,0.87866,0.56987,0.39382,0.8273,0.0001982,0.0001982,0.0001982
275,5004.26,0.71765,0.46093,0.85382,0.99911,1,0.995,0.87866,0.56987,0.39382,0.8273,0.0001916,0.0001916,0.0001916
276,5021.94,0.72089,0.43635,0.85081,0.99911,1,0.995,0.87836,0.5724,0.39475,0.82805,0.000185,0.000185,0.000185
277,5039.02,0.74103,0.46258,0.85172,0.99911,1,0.995,0.87836,0.5724,0.39475,0.82805,0.0001784,0.0001784,0.0001784
278,5056.73,0.70827,0.45637,0.86214,0.99909,1,0.995,0.87093,0.57648,0.39973,0.82918,0.0001718,0.0001718,0.0001718
279,5073.9,0.73216,0.45471,0.8537,0.99909,1,0.995,0.87093,0.57648,0.39973,0.82918,0.0001652,0.0001652,0.0001652
280,5092.22,0.69077,0.41883,0.85292,0.99931,1,0.995,0.86583,0.5794,0.40314,0.83,0.0001586,0.0001586,0.0001586
281,5109.41,0.67186,0.4306,0.83779,0.99931,1,0.995,0.86583,0.5794,0.40314,0.83,0.000152,0.000152,0.000152
282,5127.03,0.67454,0.44479,0.84845,0.99931,1,0.995,0.86298,0.57371,0.39751,0.82904,0.0001454,0.0001454,0.0001454
283,5144.27,0.82682,0.46957,0.85467,0.99931,1,0.995,0.86298,0.57371,0.39751,0.82904,0.0001388,0.0001388,0.0001388
284,5161.89,0.73394,0.43428,0.82693,0.99932,1,0.995,0.86264,0.55823,0.39411,0.8265,0.0001322,0.0001322,0.0001322
285,5179.08,0.67842,0.42426,0.84746,0.99932,1,0.995,0.86264,0.55823,0.39411,0.8265,0.0001256,0.0001256,0.0001256
286,5196.73,0.61713,0.44206,0.81941,0.99931,1,0.995,0.87156,0.54184,0.3877,0.82336,0.000119,0.000119,0.000119
287,5213.87,0.62365,0.41815,0.83377,0.99931,1,0.995,0.87156,0.54184,0.3877,0.82336,0.0001124,0.0001124,0.0001124
288,5231.41,0.7207,0.45933,0.87232,0.99932,1,0.995,0.87801,0.53518,0.38603,0.82185,0.0001058,0.0001058,0.0001058
289,5248.81,0.69151,0.40705,0.82258,0.99932,1,0.995,0.87801,0.53518,0.38603,0.82185,9.92e-05,9.92e-05,9.92e-05
290,5266.33,0.83304,0.46467,0.8936,0.99933,1,0.995,0.87893,0.53044,0.3854,0.82061,9.26e-05,9.26e-05,9.26e-05
291,5283.77,0.70457,0.47947,0.86472,0.99933,1,0.995,0.87893,0.53044,0.3854,0.82061,8.6e-05,8.6e-05,8.6e-05
292,5301.59,0.69759,0.5184,0.87785,0.99932,1,0.995,0.88214,0.53096,0.38508,0.82038,7.94e-05,7.94e-05,7.94e-05
293,5319.23,0.75856,0.50995,0.84477,0.99932,1,0.995,0.88214,0.53096,0.38508,0.82038,7.28e-05,7.28e-05,7.28e-05
294,5337.11,0.75469,0.4967,0.84291,0.99932,1,0.995,0.8804,0.53574,0.38596,0.82087,6.62e-05,6.62e-05,6.62e-05
295,5354.24,0.70973,0.47657,0.86288,0.99932,1,0.995,0.8804,0.53574,0.38596,0.82087,5.96e-05,5.96e-05,5.96e-05
296,5371.37,0.6655,0.44274,0.83339,0.99931,1,0.995,0.8755,0.54351,0.3884,0.82181,5.3e-05,5.3e-05,5.3e-05
297,5388.67,0.68287,0.50242,0.80555,0.99931,1,0.995,0.8755,0.54351,0.3884,0.82181,4.64e-05,4.64e-05,4.64e-05
298,5405.86,0.62674,0.44747,0.81895,0.9993,1,0.995,0.86926,0.55299,0.39231,0.8234,3.98e-05,3.98e-05,3.98e-05
299,5423.34,0.63302,0.4606,0.83734,0.9993,1,0.995,0.86926,0.55299,0.39231,0.8234,3.32e-05,3.32e-05,3.32e-05
300,5440.56,0.7002,0.45314,0.8747,0.99929,1,0.995,0.86496,0.56091,0.39536,0.82466,2.66e-05,2.66e-05,2.66e-05
